task_id,description,category,deadline_days,workload_hours,current_assignee,priority,desc_length,clean_description
T00208,Set up monitoring alerts for API gateway after minor deploy. Please review before the next sprint.,deployment,2,26.1,alice,Medium,16,set monitor alert api gateway after minor deploy please review before next sprint
T00209,Perform load testing on auth service under recurring traffic. Please review before the next sprint.,testing,5,4.2,farhan,Low,15,perform load test auth service recurr traffic please review before next sprint
T00210,Build export to critical functionality for profile reports. Please review before the next sprint.,feature,2,13.3,chen,Medium,14,build export critical functionality profile report please review before next sprint
T00211,"Set up regression test suite for mobile app after quarterly change. Customer escalation, please prioritize.",testing,3,5.1,esha,Medium,15,set regression test suite mobile app after quarter change customer escalation please prioritize
T00212,"Fix crash when user uploads large file on admin page. Blocked by another team, follow up needed.",bug,8,16.0,divya,Medium,17,fix crash user upload large file admin page block another team follow need
T00213,Update API docs for the reporting endpoint covering nightly usage,documentation,9,6.3,farhan,Low,10,update api doc report endpoint cover night usage
T00214,"Create new minor widget for the search homepage. Customer escalation, please prioritize.",feature,6,6.5,bharath,Low,12,create new minor widget search homepage customer escalation please prioritize
T00215,"Create changelog entry for quarterly release of admin. Blocked by another team, follow up needed.",documentation,2,14.5,esha,Medium,15,create changelog entry quarter release admin block another team follow need
T00216,"Migrate auth database to user-reported during maintenance window. Blocked by another team, follow up needed.",deployment,3,8.2,farhan,Medium,15,migrate auth database user report dur maintenance window block another team follow need
T00217,Application freezes after clicking quarterly button on mobile app. Please review before the next sprint.,bug,5,9.2,divya,Medium,15,application freez after click quarter button mobile app please review before next sprint
T00218,Set up monitoring alerts for billing after automated deploy. Please review before the next sprint.,deployment,4,1.0,alice,Low,15,set monitor alert bill after automat deploy please review before next sprint
T00219,"Fix crash when user uploads nightly file on profile page. Blocked by another team, follow up needed.",feature,2,12.7,chen,High,17,fix crash user upload night file profile page block another team follow need
T00220,Create new large widget for the mobile app homepage. Please review before the next sprint.,feature,3,11.6,hassan,Medium,15,create new large widget mobile app homepage please review before next sprint
T00221,"Provision new large servers for admin scaling. Blocked by another team, follow up needed.",deployment,2,12.2,hassan,High,14,provision new large server admin scal block another team follow need
T00222,Set up regression test suite for search after automated change. Please review before the next sprint.,testing,6,7.4,alice,Low,16,set regression test suite search after automat change please review before next sprint
T00223,Build export to nightly functionality for profile reports. Please review before the next sprint.,feature,2,21.6,esha,Medium,14,build export night functionality profile report please review before next sprint
T00224,"Build export to automated functionality for checkout reports. Customer escalation, please prioritize.",feature,0,7.8,esha,Medium,12,build export automat functionality checkout report customer escalation please prioritize
T00225,Null pointer exception occurring in mobile app module during large operation,bug,3,4.8,esha,Medium,11,null pointer exception occurr mobile app module dur large operation
T00226,Update API docs for the admin endpoint covering quarterly usage. Please review before the next sprint.,documentation,9,5.8,gita,Low,16,update api doc admin endpoint cover quarter usage please review before next sprint
T00227,"Migrate auth database to recurring during maintenance window. Customer escalation, please prioritize.",testing,2,17.5,alice,Medium,12,migrate auth database recurr dur maintenance window customer escalation please prioritize
T00228,"Write onboarding guide for new search users about nightly. Blocked by another team, follow up needed.",documentation,11,4.2,divya,Low,16,write onboard guide new search user about night block another team follow need
T00229,Application freezes after clicking large button on billing,bug,9,22.8,farhan,Medium,8,application freez after click large button bill
T00230,Create changelog entry for recurring release of search,documentation,0,14.9,chen,Medium,8,create changelog entry recurr release search
T00231,Set up monitoring alerts for auth after automated deploy. Related to the inventory incident from last week.,deployment,7,1.5,esha,Low,17,set monitor alert auth after automat deploy relat inventory incident last week
