task_id,description,category,deadline_days,workload_hours,current_assignee,priority
T00298,"Perform load testing on API gateway service under recurring traffic. Customer escalation, please prioritize.",testing,2,34.7,divya,Medium
T00299,Build export to automated functionality for mobile app reports,feature,1,5.5,divya,Medium
T00300,Application freezes after clicking scheduled button on checkout. Please review before the next sprint.,bug,12,10.3,divya,Low
T00301,"Provision new minor servers for auth scaling. Customer escalation, please prioritize.",deployment,1,3.7,gita,Medium
T00302,Add integration tests covering minor flow in admin. Please review before the next sprint.,testing,1,15.0,alice,Medium
T00303,Configure CI/CD pipeline for search service on large,deployment,2,11.4,farhan,High
T00304,Migrate auth database to quarterly during maintenance window,deployment,2,3.7,esha,Medium
T00305,Create new large widget for the reporting homepage,feature,6,10.9,alice,Medium
T00306,Implement dark mode support for API gateway screen. Related to the auth incident from last week.,feature,1,43.0,gita,High
T00307,"Login fails intermittently with nightly error on admin browser. Customer escalation, please prioritize.",bug,2,24.4,gita,Medium
T00308,Null pointer exception occurring in inventory module during critical operation. Please review before the next sprint.,bug,0,11.1,esha,High
T00309,Null pointer exception occurring in reporting module during large operation,bug,2,9.0,esha,High
T00310,Document deployment steps for auth service on user-reported,documentation,4,3.7,divya,Low
T00311,Perform load testing on inventory service under user-reported traffic. Please review before the next sprint.,testing,0,12.2,chen,Medium
T00312,Set up monitoring alerts for mobile app after urgent deploy. Related to the auth incident from last week.,deployment,1,2.8,gita,Medium
T00313,Create changelog entry for recurring release of checkout,documentation,8,1.4,farhan,Low
T00314,"Add code comments explaining minor logic in API gateway module. Customer escalation, please prioritize.",documentation,5,8.5,esha,Low
T00315,Login fails intermittently with nightly error on mobile app browser. Related to the API gateway incident from last week.,testing,7,17.0,alice,Medium
T00316,"Create changelog entry for quarterly release of mobile app. Blocked by another team, follow up needed.",documentation,6,11.6,hassan,Low
T00317,"Provision new scheduled servers for API gateway scaling. Blocked by another team, follow up needed.",deployment,2,5.0,alice,High
T00318,Login fails intermittently with automated error on billing browser. Related to the checkout incident from last week.,bug,0,1.0,farhan,High
T00319,Update API docs for the API gateway endpoint covering urgent usage,documentation,1,18.6,farhan,Medium
T00320,"Add integration tests covering urgent flow in profile. Blocked by another team, follow up needed.",testing,2,23.9,gita,Medium
T00321,Set up regression test suite for checkout after nightly change,testing,2,2.1,hassan,Medium
T00322,Add integration tests covering nightly flow in billing,testing,6,7.9,chen,Low
T00323,"Set up monitoring alerts for auth after large deploy. Blocked by another team, follow up needed.",documentation,7,15.5,gita,Low
T00324,"Add integration tests covering large flow in profile. Customer escalation, please prioritize.",testing,4,6.4,esha,Low
T00325,Document deployment steps for API gateway service on recurring,documentation,2,2.4,chen,Low
T00326,Document deployment steps for auth service on urgent,documentation,19,19.4,alice,Low
T00327,Provision new recurring servers for reporting scaling,deployment,2,9.5,esha,Medium
T00328,Roll out scheduled update to auth production environment. Please review before the next sprint.,deployment,4,11.2,divya,Medium
T00329,Roll out minor update to checkout production environment. Please review before the next sprint.,deployment,0,6.4,hassan,Medium
T00330,Data not saving correctly after large update in inventory form. Related to the profile incident from last week.,bug,0,11.6,esha,High
T00331,Login fails intermittently with minor error on reporting browser,bug,5,13.7,hassan,Medium
T00332,"Write unit tests for critical function in auth module. Blocked by another team, follow up needed.",testing,11,12.4,gita,Low
T00333,"Login fails intermittently with quarterly error on search browser. Blocked by another team, follow up needed.",bug,5,7.7,bharath,Medium
T00334,Null pointer exception occurring in checkout module during minor operation,bug,14,9.2,esha,Low
T00335,"Migrate reporting database to nightly during maintenance window. Customer escalation, please prioritize.",deployment,1,2.6,divya,Medium
T00336,Add integration tests covering scheduled flow in admin,testing,3,15.1,esha,Low
T00337,Increase test coverage for billing edge cases in quarterly. Please review before the next sprint.,testing,20,27.4,bharath,Low
T00338,Add integration tests covering critical flow in admin. Please review before the next sprint.,testing,1,22.8,alice,Medium
T00339,"Data not saving correctly after recurring update in mobile app form. Blocked by another team, follow up needed.",bug,9,19.3,gita,Medium
T00340,Create new large widget for the billing homepage,feature,3,10.7,farhan,Medium
T00341,"Update API docs for the inventory endpoint covering scheduled usage. Blocked by another team, follow up needed.",documentation,1,6.0,farhan,Medium
T00342,Update API docs for the auth endpoint covering scheduled usage. Related to the auth incident from last week.,documentation,11,23.0,esha,Low
T00343,"Update API docs for the API gateway endpoint covering urgent usage. Blocked by another team, follow up needed.",documentation,4,16.1,alice,Medium
T00344,Set up regression test suite for billing after large change,testing,0,17.9,farhan,Medium
T00345,Set up monitoring alerts for search after quarterly deploy. Please review before the next sprint.,deployment,6,24.8,farhan,Medium
T00346,Perform load testing on search service under recurring traffic,testing,1,11.1,alice,Medium
T00347,Perform load testing on profile service under quarterly traffic,testing,4,22.5,chen,Medium
T00348,Login fails intermittently with large error on mobile app browser. Please review before the next sprint.,testing,1,7.1,farhan,Medium
T00349,Fix crash when user uploads large file on API gateway page,bug,9,2.5,chen,Low
T00350,Increase test coverage for admin edge cases in critical. Please review before the next sprint.,testing,16,14.4,alice,Low
T00351,Login fails intermittently with recurring error on inventory browser,bug,10,4.6,bharath,Medium
T00352,"Update API docs for the profile endpoint covering user-reported usage. Blocked by another team, follow up needed.",documentation,1,6.0,alice,Medium
T00353,Configure CI/CD pipeline for admin service on nightly. Related to the profile incident from last week.,deployment,1,6.6,gita,Medium
T00354,Configure CI/CD pipeline for auth service on recurring. Related to the admin incident from last week.,deployment,3,22.6,bharath,High
T00355,"Application freezes after clicking automated button on billing. Customer escalation, please prioritize.",bug,5,1.7,divya,Medium
T00356,Fix crash when user uploads scheduled file on mobile app page. Related to the auth incident from last week.,bug,2,22.8,farhan,High
T00357,Data not saving correctly after automated update in API gateway form,bug,4,3.3,esha,Medium
T00358,"Login fails intermittently with quarterly error on profile browser. Customer escalation, please prioritize.",bug,0,10.5,hassan,High
T00359,"Add nightly filter option to the reporting dashboard. Customer escalation, please prioritize.",feature,0,8.5,farhan,Medium
T00360,"Null pointer exception occurring in admin module during large operation. Blocked by another team, follow up needed.",bug,5,4.3,chen,Medium
T00361,Create changelog entry for scheduled release of API gateway,documentation,1,9.5,gita,Medium
T00362,Fix crash when user uploads quarterly file on inventory page,bug,4,14.3,esha,Medium
T00363,Application freezes after clicking nightly button on billing. Please review before the next sprint.,bug,1,9.5,farhan,High
T00364,Data not saving correctly after scheduled update in billing form,bug,1,8.9,gita,High
T00365,"Build export to recurring functionality for checkout reports. Blocked by another team, follow up needed.",feature,13,7.0,gita,Low
T00366,"Migrate billing database to critical during maintenance window. Customer escalation, please prioritize.",deployment,1,13.5,hassan,High
T00367,"Build export to recurring functionality for billing reports. Customer escalation, please prioritize.",feature,2,21.9,gita,High
T00368,"Add code comments explaining minor logic in API gateway module. Blocked by another team, follow up needed.",documentation,4,10.1,alice,Low
